Authors,Author full names,Author(s) ID,Title,Year,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords
Kosugi T.,"Kosugi, Takanobu (7101990351)",7101990351,Fail-safe solar radiation management geoengineering,2013,10.1007/s11027-012-9414-2,https://www.scopus.com/pages/publications/84887996821?origin=resultslist,"College of Policy Science, Ritsumeikan University, Kyoto, 603-8577, 56-1 Toji-in Kitamachi, Kita-ku, Japan","Kosugi T., College of Policy Science, Ritsumeikan University, Kyoto, 603-8577, 56-1 Toji-in Kitamachi, Kita-ku, Japan","To avoid dangerous changes to the climate system, the global mean temperature must not rise more than 2 °C from the 19th century level. The German Advisory Council on Global Change recommends maintaining the rate of change in temperature to within 0.2 °C per decade. This paper supposes that a geoengineering option of solar radiation management (SRM) by injecting aerosol into the Earth's stratosphere becomes applicable in the future to meet those temperature conditions. However, a failure to continue the use of this option could cause a rapid temperature rebound, and thus we propose a principle of SRM use that the temperature conditions must be satisfied even after SRM termination at any time. We present economically optimal trajectories of the amounts of SRM use and the reduction of carbon dioxide (CO2) emissions under our principle by using an economic model of climate change. To meet the temperature conditions described above, the SRM must reduce radiative forcing by slightly more than 1 W/m2 at most, and industrial CO2 emissions must be cut by 80 % by the end of the 21st century relative to 2005, assuming a climate sensitivity of 3 °C. Lower-level use of SRM is required for a higher climate sensitivity; otherwise, the temperature will rise faster in the case of SRM termination. Considering potential economic damages of environmental side effects due to the use of SRM, the contribution of SRM would have to be much smaller. © 2012 Springer Science+Business Media B.V.",Albedo enhancement; Climate change; Climate policy; Global warming; Integrated assessment model; Stratospheric aerosol injection; Termination problem; Uncertainty
Mayer K.J.; Barnes E.A.; Hurrell J.W.,"Mayer, Kirsten J. (57219144923); Barnes, Elizabeth A. (57203084853); Hurrell, James W. (59848915200)",57219144923; 57203084853; 59848915200,Future seasonal surface temperature predictability with and without ARISE-stratospheric aerosol injection-1.5,2024,10.1088/2752-5295/ad9b43,https://www.scopus.com/pages/publications/105002332287?origin=resultslist,"U.S. National Science Foundation National Center for Atmospheric Research, Boulder, CO, United States; Department of Atmospheric Science, Colorado State University, Fort Collins, CO, United States","Mayer K.J., U.S. National Science Foundation National Center for Atmospheric Research, Boulder, CO, United States; Barnes E.A., Department of Atmospheric Science, Colorado State University, Fort Collins, CO, United States; Hurrell J.W., Department of Atmospheric Science, Colorado State University, Fort Collins, CO, United States","To help reduce anthropogenic climate change impacts, various forms of solar radiation modification have been proposed to reduce the rate of warming. One method to intentionally reflect sunlight into space is through the introduction of reflective particles into the stratosphere, known as stratospheric aerosol injection (SAI). Previous research has shown that SAI implementation could lead to future climate impacts beyond surface temperature, including changes in El Niño Southern Oscillation (ENSO) variability. This response has the potential to modulate midlatitude variability and predictability through atmospheric teleconnections. Here, we explore possible differences in seasonal surface temperature predictability under a future with and without SAI implementation, using neural networks and the ARISE-SAI-1.5 simulations. We find significant future predictability changes in both boreal summer and winter under SSP2-4.5 with and without SAI. However, during boreal winter when SAI is implemented, seasonal predictability is more similar to the base climate than when SAI is not implemented, particularly in regions impacted by ENSO teleconnections. © 2024 The Author(s). Published by IOP Publishing Ltd.",anthropogenic climate change; ENSO; machine learning; seasonal temperature predictability; stratospheric aerosol injection
Williams M.S.M.; Clarke L.A.; Koon R.K.; Taylor M.A.; Campbell J.D.; Stephenson T.S.,"Williams, Matthew St. Michael (57858110200); Clarke, Leonardo A. (7201975203); Koon, Randy Koon (57210597107); Taylor, Michael A. (55709000400); Campbell, Jayaka D. (55096581900); Stephenson, Tannecia S. (23983397400)",57858110200; 7201975203; 57210597107; 55709000400; 55096581900; 23983397400,The effects of solar radiation modification on solar and wind resource and power generation in the Caribbean,2025,10.1371/journal.pone.0325226,https://www.scopus.com/pages/publications/105007359351?origin=resultslist,"Climate Studies Group Mona (CSGM), Department of Physics, University of the West Indies, Kingston, Jamaica; School of Engineering, College of Engineering, Environment and Science, Coventry University, Coventry, United Kingdom","Williams M.S.M., Climate Studies Group Mona (CSGM), Department of Physics, University of the West Indies, Kingston, Jamaica; Clarke L.A., Climate Studies Group Mona (CSGM), Department of Physics, University of the West Indies, Kingston, Jamaica; Koon R.K., School of Engineering, College of Engineering, Environment and Science, Coventry University, Coventry, United Kingdom; Taylor M.A., Climate Studies Group Mona (CSGM), Department of Physics, University of the West Indies, Kingston, Jamaica; Campbell J.D., Climate Studies Group Mona (CSGM), Department of Physics, University of the West Indies, Kingston, Jamaica; Stephenson T.S., Climate Studies Group Mona (CSGM), Department of Physics, University of the West Indies, Kingston, Jamaica","The slow pace of global mitigation efforts has led to increased interest in Solar Radiation Modification (SRM) as a means for rapidly and artificially cooling the planet. Deploying SRM technologies, however, may directly alter renewable energy resources. This makes it a concern for Caribbean countries which are investing heavily in Variable Renewable Energy (VRE) to reduce their reliance on imported energy and meet climate change mitigation goals. In this study, solar irradiance output is extracted from the HadGEM2-ES global climate model run using the G4 (Stratospheric Aerosol Injection) SRM scenario from the Geoengineering Model Intercomparison Project (GeoMIP). The data is extracted for two future time periods corresponding to when global surface temperatures are projected to be 1.5 ◦C and 2.0 ◦C above pre-industrial levels using the HadGEM2-ES run under the Representative Concentration Pathway 4.5 (RCP4.5) scenario. Wind speed data are similarly extracted but for the HadGEM2-ES run using the G4, as well as the G4cdnc and G4seasalt (Marine Cloud Brightening) GeoMIP scenarios. The solar and wind data are used to evaluate changes in solar photovoltaic (PV) and wind farm power generation in the Caribbean in future ‘SRM versus non-SRM worlds’. Solar irradiance resources and PV energy generation generally decrease under SRM compared to RCP4.5. The highest modelled mean change in PV generation across the region is, however, generally small, e.g., a maximum change of –1.37% for May-July for years corresponding to a 2.0 ◦C world. In contrast, wind power generation under SRM compared to RCP4.5 generally show large increases which are both seasonally and SRM technology dependent. For a 67m turbine, the highest regional wind generation change was +64.72% for December-February under G4cdnc in a 2.0 ◦C world but –0.56% under G4 in a 2.0 ◦C world for the same period. For a 100 m turbine, the highest change was an increase of 89.75% for August-September under G4cdnc in a 1.5 ◦C world and a decrease of −4.11% for December-January under G4 in a 2.0 ◦C world. Marine Cloud Brightening-based SRM scenarios (G4cdnc and G4SeaSalt) produce the most consistent spatial increases in wind power resources and generation compared to Stratospheric Aerosol Injection (G4). The findings of this study corroborate and present new findings about potential SRM induced changes on the VRE resources considered important for the Caribbean’s future development. It is therefore important that the region’s energy sector engage in the global discussions underway on the future use of SRM as a strategy for limiting future global warming. © 2025 Williams et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",
Radunsky K.; Cadman T.,"Radunsky, Klaus (16043890200); Cadman, Tim (55068099100)",16043890200; 55068099100,Governing the Sun The Challenges of Geoengineering,2019,10.3167/IJSQ.2019.090203,https://www.scopus.com/pages/publications/85148506814?origin=resultslist,"University of Vienna, Austria; University of Cambridge, United Kingdom","Radunsky K., University of Vienna, Austria; Cadman T., University of Cambridge, United Kingdom","Governments have previously sought to reduce climate-change-inducing concentrations of carbon dioxide in the earth’s atmosphere through mitigation and adaptation activities, with limited success. New approaches are being explored, such as negative emissions technologies, including carbon dioxide removal, as well as solar geoengineering, also known as solar radiation management, or modification. This article outlines these emerging technologies focusing on bioenergy, carbon capture and storage, and stratospheric aerosol injection, and explores some of the challenges they pose. Prevention of emissions and their reliable, safe, and environmentally benign removal remain the best options. Robust governance systems and a careful, unbiased, and knowledge-driven assessment of the risks of these emerging technologies are required before they are implemented any further. © Berghahn Books.",carbon dioxide removal; climate change; geoengineering; governance; solar radiation management
Pasztor J.,"Pasztor, Janos (24357176100)",24357176100,Solar geoengineering research needs formal global debate,2021,10.1038/d41586-021-01957-1,https://www.scopus.com/pages/publications/85111975632?origin=resultslist,,,[No abstract available],Climate change; Policy; Society
Kortetmäki T.; Oksanen M.,"Kortetmäki, Teea (55937876400); Oksanen, Markku (22994763500)",55937876400; 22994763500,Right to Food and Geoengineering,2023,10.1007/s10806-023-09898-7,https://www.scopus.com/pages/publications/85148070497?origin=resultslist,"Department of Social Sciences and Philosophy, University of Jyvaskyla, PO Box 35, Jyvaskyla, 40014, Finland; School of Resource Wisdom, University of Jyvaskyla, PO Box 35, Jyvaskyla, 40014, Finland; Department of Social Sciences, University of Eastern Finland, PO Box 1627, Kuopio, 70211, Finland","Kortetmäki T., Department of Social Sciences and Philosophy, University of Jyvaskyla, PO Box 35, Jyvaskyla, 40014, Finland, School of Resource Wisdom, University of Jyvaskyla, PO Box 35, Jyvaskyla, 40014, Finland; Oksanen M., Department of Social Sciences, University of Eastern Finland, PO Box 1627, Kuopio, 70211, Finland","Climate change poses grave risks to food security, and mitigation and adaptation actions have so far been insufficient to lessen the risk of climate-induced violations of the right to food. Could safeguarding the right to food, then, justify some forms of geoengineering? This article examines geoengineering through the analytical lens of the right to food. We look at the components of food security and consider how the acceptability of geoengineering relates to the right to food via its impacts on these components. Our examination shows that results vary greatly between different forms of geoengineering: while some forms of geoengineering fail to respect the right to food, certain other forms may even become obligatory to protect the right to food. It appears that there is no support for aerosol-based solar radiation management, whereas some carbon dioxide removal methods can help protect or promote the right to food. The ethical challenges related to carbon dioxide removal methods are, we note, similar to those that will also be faced in the course of climate change mitigation. © 2023, The Author(s).",Climate emergency; Climate engineering; Food justice; Food security; Global warming; Human rights
Xin Y.; Lv L.; Kong F.,"Xin, Yuan (60600089400); Lv, Lili (60600089500); Kong, Feng (56555820800)",60600089400; 60600089500; 56555820800,Extreme Precipitation and Disasters: A Risk Analysis Based on Solar Radiation Management,2020,10.1007/978-981-13-9660-1_14,https://www.scopus.com/pages/publications/105036856871?origin=resultslist,"China Meteorological Administration Development and Research Center, Beijing, China","Xin Y., China Meteorological Administration Development and Research Center, Beijing, China; Lv L., China Meteorological Administration Development and Research Center, Beijing, China; Kong F., China Meteorological Administration Development and Research Center, Beijing, China","As the threats posed by climate change clearer and greater, issues related to geoengineering have received increasing attention. The potential impact of geoengineering, as well as its associated risks, is central to research in this area. In this chapter, we focus on a key geoengineering technology, solar radiation management, and take disasters caused by extreme precipitation as an example for our study. Here, we estimate and analyze the changes in the frequency, intensity and duration of extreme precipitation events in China under the influence of geoengineering measures between the years 2020 and 2100, and evaluate the spatial pattern of its risk characteristics and of the dynamic changes in such risk. We also share some reflections on the risk management by means of geoengineering in China. © Social Sciences Academic Press and Springer Nature Singapore Pte Ltd. 2020.",Extreme precipitation disaster; Geoengineering; Solar radiation management
Krishnamohan K.S.; Bala G.,"Krishnamohan, K.S. (54885784100); Bala, Govindasamy (10042470700)",54885784100; 10042470700,Sensitivity of tropical monsoon precipitation to the latitude of stratospheric aerosol injections,2022,10.1007/s00382-021-06121-z,https://www.scopus.com/pages/publications/85122330220?origin=resultslist,"Centre for Atmospheric and Oceanic Sciences, Indian Institute of Science, CV Raman Road, Bangalore, 560012, India; School of Environmental Studies, Cochin University of Science and Technology, Cochin, 682022, India","Krishnamohan K.S., Centre for Atmospheric and Oceanic Sciences, Indian Institute of Science, CV Raman Road, Bangalore, 560012, India, School of Environmental Studies, Cochin University of Science and Technology, Cochin, 682022, India; Bala G., Centre for Atmospheric and Oceanic Sciences, Indian Institute of Science, CV Raman Road, Bangalore, 560012, India","Climate intervention through deliberate injection of sulfate aerosols into the stratosphere is one of the proposed solar radiation modification options to counteract some of the adverse effects of climate change. Although this approach can offset global mean temperature change, several studies have shown that there will be large residual and overcompensating regional changes. In this study, we estimate the impact of varying the latitudinal position of aerosol injection on the global monsoon precipitation in the RCP8.5 scenario by analyzing single point injection simulations from CESM1 where 12 teragram (Tg) of sulfur dioxide (SO2) are injected each year into the stratosphere at latitudes 30° S, 15° S, equator, 15° N, and 30° N. During the period 2043–2049, relative to RCP8.5, the hemispheric mean summer monsoon precipitation decreases in the hemisphere where aerosols are injected but increases in the opposite hemisphere. The hemispheric mean monsoon precipitation changes by up to ± 10% depending on the injection location. The changes in precipitation are linked to the changes in interhemispheric temperature difference and shifts in the intertropical convergence zone. The summer monsoon precipitation over India decreases by about 21% for 15° N and 29% for 30° N injections. Thus, adverse effects are likely for regions such as India when aerosols are injected at 15° N, though injection at 15° N has been shown to be more efficient in cooling the global climate in a recent study. Our study highlights the likelihood of climate interventions leading to large regional disruptions while attempting to keep the global mean climate within a safe limit. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.",Global monsoon; Indian summer monsoon; ITCZ; Solar radiation modification; Stratospheric aerosol injection
Vukajlovic J.; Wang J.; Forbes I.; Šiller L.,"Vukajlovic, Jovana (57224483668); Wang, Jiabin (57170956900); Forbes, Ian (35793151300); Šiller, Lidija (6603728415)",57224483668; 57170956900; 35793151300; 6603728415,Diamond-doped silica aerogel for solar geoengineering,2021,10.1016/j.diamond.2021.108474,https://www.scopus.com/pages/publications/85107677997?origin=resultslist,"School of Engineering, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom; Department of Physics and Electrical Engineering, Northumbria University, Newcastle upon Tyne, NE1 8ST, United Kingdom","Vukajlovic J., School of Engineering, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom; Wang J., School of Engineering, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom; Forbes I., Department of Physics and Electrical Engineering, Northumbria University, Newcastle upon Tyne, NE1 8ST, United Kingdom; Šiller L., School of Engineering, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom","Even though aerosol injection into stratosphere is one of the most promising solar geoengineering techniques, sulfate aerosols, which are suggested for such an application, show significant drawbacks such as infra-red (IR) absorption and ozone degradation. The development of new materials for such application that would exhibit substantial up-scattering, with non-IR absorption to allow a cooling effect are needed. Here, a novel composite material comprised of diamonds dispersed in a silica aerogel network is investigated and compared to pure silica aerogel. Silica aerogels are ultralight, highly porous, transparent and can host particles, while fulfilling particle size limitation in terms of potential health risks for humans during respiration. Morphology of both the diamonds and the silica aerogels composites has been studied. The diffuse reflectance of the diamond powders, pure silica aerogels, and the diamond-doped silica aerogels have been measured for comparison. Our experimental work assesses the proposed concept of materials, including discussion and recommendations for the improvements of the synthetized materials. The obtained results are promising and could stimulate further in-depth studies in similar materials with a potential for applications in solar geoengineering. © 2021 The Authors",Diamond; Doping; Engineered aerosols; Silica aerogel
Gullberg A.T.; Hovi J.,"Gullberg, Anne Therese (55946143100); Hovi, Jon (6701690828)",55946143100; 6701690828,Regulating solar radiation management: The roles of public engagement and legislative procedures,2016,10.1017/s1867299x00005419,https://www.scopus.com/pages/publications/85002767467?origin=resultslist,"CICERO Center for International Climate and Environmental Research Oslo, Pb 1129, Blindern, Oslo, N-0318, Norway; Department of Political Science, University of Oslo, Pb. 1097 Blindern, Oslo, N-0318, Norway","Gullberg A.T., CICERO Center for International Climate and Environmental Research Oslo, Pb 1129, Blindern, Oslo, N-0318, Norway; Hovi J., Department of Political Science, University of Oslo, Pb. 1097 Blindern, Oslo, N-0318, Norway","Climate engineering in general and solar radiationmanagement (SRM) in particular raise profound and complex political, legal, social, and ethical questions that go well beyond technicalfeasibility issues. We consider three such questions. First, can existing EU decision-making processes accommodate sufficient public engagement to ensure legitimate decisions on SRM? Second, does politics influence the choice of legislative procedure for SRM regulation? Third, does the choice of legislative procedure influence the likelihood of SRMimplementation? Three main conclusions emerge from our analysis. First, existing EU decision-making processes can - given certain conditions - accommodate considerable public engagement and hence ensure legitimate decisions on SRM. Second, politics matters; indeed, the EU's choice of legislative procedure concerningSRMmaywellbecome subject topoliticalnegotiations.Finally, the choice of legislative procedure may substantially influence the likelihood of SRM implementation.",
Felgenhauer T.; Horton J.; Keith D.,"Felgenhauer, Tyler (55486410900); Horton, Joshua (56573400300); Keith, David (26643036500)",55486410900; 56573400300; 26643036500,Solar geoengineering research on the U.S. policy agenda: when might its time come?,2022,10.1080/09644016.2021.1933763,https://www.scopus.com/pages/publications/85107487720?origin=resultslist,"The Duke Center on Risk, Duke University, NC, United States; Mossavar-Rahmani Center for Business and Government, Harvard Kennedy School, Cambridge, MA, United States; Harvard Kennedy School, and Harvard University School of Engineering and Applied Sciences, Cambridge, MA, United States","Felgenhauer T., The Duke Center on Risk, Duke University, NC, United States; Horton J., Mossavar-Rahmani Center for Business and Government, Harvard Kennedy School, Cambridge, MA, United States; Keith D., Harvard Kennedy School, and Harvard University School of Engineering and Applied Sciences, Cambridge, MA, United States","Solar geoengineering (SG) may be a helpful tool to reduce harms from climate change, yet further research into its potential benefits and risks must occur prior to any implementation. So far, however, organized research on SG has been absent from the U.S. national policy agenda. We apply the Multiple Streams Approach analytical framework to explain why a U.S. federal SG research program has failed to materialize up to now, and to consider how one might emerge in the future. We argue that establishing a federal program will require the formation of an advocacy coalition within the political arena that is prepared to support such a policy objective. A coalition favoring federal research on SG does not presently exist, yet the potential nucleus of a future political grouping is evident in the handful of ‘pragmatist’ environmental organizations that have expressed conditional support for expanded research. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",agenda-setting; climate change policy; environmental politics; multiple streams approach; Solar geoengineering; United States
Sang S.; Yuan L.; Liu S.; Han S.; Zheng S.; Liu T.; Zhou X.; Wang R.,"Sang, Shuxun (7006277957); Yuan, Liang (36112316100); Liu, Shiqi (56558919300); Han, Sijie (57202122078); Zheng, Sijian (57202198399); Liu, Tong (56043203600); Zhou, Xiaozhi (15833381600); Wang, Ran (55976771400)",7006277957; 36112316100; 56558919300; 57202122078; 57202198399; 56043203600; 15833381600; 55976771400,Geological technology for carbon neutrality and its application prospect for low carbon coal exploitation and utilization; [碳中和地质技术及其煤炭低碳化应用前瞻],2022,10.13225/j.cnki.jccs.YG21.2072,https://www.scopus.com/pages/publications/85130513502?origin=resultslist,"Jiangsu Key Laboratory of Coal-based Greenhouse Gas Control and Utilization, China University of Mining and Technology, Xuzhou, 221008, China; Carbon Neutrality Institute, China University of Mining and Technology, Xuzhou, 221008, China; School of Mineral Resource and Geoscience, China University of Mining and Technology, Xuzhou, 221116, China; School of Low Carbon Energy and Power Engineering, China University of Mining and Technology, Xuzhou, 221116, China; State Key Laboratory of Mining Response and Disaster Prevention and Control in Deep Coal Mines, Anhui University of Science and Technology, Huainan, 232001, China","Sang S., Jiangsu Key Laboratory of Coal-based Greenhouse Gas Control and Utilization, China University of Mining and Technology, Xuzhou, 221008, China, Carbon Neutrality Institute, China University of Mining and Technology, Xuzhou, 221008, China, School of Mineral Resource and Geoscience, China University of Mining and Technology, Xuzhou, 221116, China, School of Low Carbon Energy and Power Engineering, China University of Mining and Technology, Xuzhou, 221116, China; Yuan L., State Key Laboratory of Mining Response and Disaster Prevention and Control in Deep Coal Mines, Anhui University of Science and Technology, Huainan, 232001, China; Liu S., Jiangsu Key Laboratory of Coal-based Greenhouse Gas Control and Utilization, China University of Mining and Technology, Xuzhou, 221008, China, Carbon Neutrality Institute, China University of Mining and Technology, Xuzhou, 221008, China; Han S., Jiangsu Key Laboratory of Coal-based Greenhouse Gas Control and Utilization, China University of Mining and Technology, Xuzhou, 221008, China, Carbon Neutrality Institute, China University of Mining and Technology, Xuzhou, 221008, China; Zheng S., Jiangsu Key Laboratory of Coal-based Greenhouse Gas Control and Utilization, China University of Mining and Technology, Xuzhou, 221008, China, Carbon Neutrality Institute, China University of Mining and Technology, Xuzhou, 221008, China; Liu T., Jiangsu Key Laboratory of Coal-based Greenhouse Gas Control and Utilization, China University of Mining and Technology, Xuzhou, 221008, China, Carbon Neutrality Institute, China University of Mining and Technology, Xuzhou, 221008, China; Zhou X., School of Mineral Resource and Geoscience, China University of Mining and Technology, Xuzhou, 221116, China; Wang R., School of Mineral Resource and Geoscience, China University of Mining and Technology, Xuzhou, 221116, China","In this study, the formation background of geological technology for carbon neutrality and its position in the knowledge system of carbon neutrality are outlined. The concept and connotation of geological technology for carbon neutrality are proposed. The important application directions, application models and development prospects of geological technology for carbon neutrality in the process of low carbon coal exploitation and utilization are analyzed and discussed.Current works have shown that the cross-discipline of carbon neutrality science and engineering as a knowledge system of carbon neutrality is emerging. On the basic background of earth science, the interdisciplinary integration of carbon neutrality-related disciplines is becoming the present main research fields and technology development directions of carbon neutrality science and engineering. Geological technology for carbon neutrality is an important component of carbon neutrality science and engineering, and also a key technology to achieve carbon neutrality goal.Carbon dioxide capture, utilization and storage technology, ecological geology and carbon sink technology, emission reduction of coal bed methane and its related resource utilization technology, geological technology for low-carbon development and utilization of fossil energy, high-efficiency exploration and development technology of geothermal resource, geological guarantee technology for efficient and safe development and utilization of new energy, mineralization and carbon sequestration and geoengineering are the current core connotation of geological technology for carbon neutrality.With the development of following technologies, e.g., CCUS (Carbon Capture, Utilization and Storage) large-scale cluster deployment and whole process technology, coalbed methane continuous efficient extraction and low concentration gas (including ventilation air methane) utilization technology, the whole process technology of exploration, mining and smelting of coal-hosted key metals, ecological geological restoration and reconstruction of mining area and the increase in carbon sink technology, exploration, development and utilization of new energy resources of geothermy in hot dry rock, geological guarantee technologies for the development and utilization of hydropower, nuclear power and other new energy sources with integrated power supply and storage, and solar radiation management frontier technology, some significant progresses have been made for carbon neutrality. The CCUS will be the key to low carbon, clean and efficient utilization of coal technologies such as the low emission coal-fired power generation, coal conversion, coal to hydrogen, coal to special fuels, and coal-based materials. The CCUS in coal base or coal mining area, characterized by coal-based CO2 source, coal-measure CO2 geological carbon sink, CO2 mineralization and fixation and goaf filling and sealing, is an urgent need. In-situ exploration and development of coalbed methane, underground and surface collaborative extraction of coalbed gas, extraction of closed mine gas, utilization of low concentration coalbed methane and ventilation air methane, application model of high-efficiency efficient extraction, utilization and emission reduction comprehensive technology of coalbed methane will be rapidly developed and popularized. The controlling of overburden deformation and the maintaining of surface vegetation ecosystem, the protection of water resources and regional ecosystem, the controlling of mining-induced fractures and greenhouse gas emission and the development and application of green and intelligent mine geological guarantee technology by means of digital mine and energy saving and efficiency improvement contribute to the carbon reduction in coal production process. Ecological restoration and carbon sequestration technology in coal mining areas should be applied to realize the coordination between coal gangue disposal and pollution reduction and carbon reduction, treatment of subsidence area and the increasing of carbon sink, land consolidation and utilization. The application and development of the co-exploration and co-exploitation of coal-type co-associated resources and carbon emission reduction technology should also be accelerated to achieve the breakthroughs of high-efficiency exploration, exploitation and utilization of coal measure gas and coal-type key metals. The geological technology for carbon neutrality mentioned above is of great significance to serve the construction of low-carbon, clean, efficient and safe new energy system and the realization of carbon reduction from sources in China. © 2022, Editorial Office of Journal of China Coal Society. All right reserved.",Application mode; Concept and connotation; Geological technology for carbon neatrality; Key progress; Low carbon coal exploitation and utilization
Craik N.,"Craik, Neil (36718667500)",36718667500,Solar radiation modification and loss & damage: Mapping interactions between climate responses,2021,10.4337/9781788974028.00022,https://www.scopus.com/pages/publications/85129578776?origin=resultslist,"University of Waterloo, Balsillie School of International Affairs, School of Environment, Enterprise and Development, Canada","Craik N., University of Waterloo, Balsillie School of International Affairs, School of Environment, Enterprise and Development, Canada","This chapter explores two related lines of inquiry regarding the relationship between solar radiation modification (SRM) (a form climate geoengineering) and climate loss and damage. First, SRM can be understood as a response measure that seeks to avert, minimize or address loss and damage associated with the adverse effects of climate change. For example, extreme weather events and slow onset events are identified in article 8 (addressing loss and damage) of the Paris Agreement as adverse effects of climate change that ought to be addressed. Insofar as a response such as SRM may reduce the risk from such events, which is, of course, its precise intention, it could fall within the parameters of article 8 or influence the development of responses to address loss and damage. Second, because SRM technologies themselves have the potential to cause harm, SRM may also be a source of loss and damage that needs to be averted, minimized or addressed. It has been recognized that, were states to consider deploying SRM, the proponents would need to demonstrate how those states or other entities adversely affected by SRM would be compensated for any losses suffered as a result of deployment. Here my interest is in the extent to which the approaches to climate loss and damage can be separated from the measures taken to address the impacts from SRM. Considering how SRM technologies may intersect with loss and damage approaches at this early stage may facilitate anticipatory governance. © The Editors and Contributors Severally 2021.",
Voosen P.,"Voosen, Paul (26032446800)",26032446800,"U.S. needs solar geoengineering research program, report says",2021,10.1126/science.372.6537.19,https://www.scopus.com/pages/publications/85103778545?origin=resultslist,,,[No abstract available],
Buck H.J.,"Buck, Holly Jean (60181841900)",60181841900,Climate Remediation to Address Social Development Challenges: Going Beyond Cost-Benefit and Risk Approaches to Assessing Solar Radiation Management,2012,,https://www.scopus.com/pages/publications/105019474118?origin=resultslist,,,[No abstract available],
Huynh H.N.; McNeill V.F.,"Huynh, Han N. (57216798959); McNeill, V. Faye (57202930095)",57216798959; 57202930095,Heterogeneous Chemistry of CaCO3 Aerosols with HNO3 and HCl,2020,10.1021/acs.jpca.9b11691,https://www.scopus.com/pages/publications/85084695373?origin=resultslist,"Department of Chemical Engineering, Columbia University, New York, 10027, NY, United States","Huynh H.N., Department of Chemical Engineering, Columbia University, New York, 10027, NY, United States; McNeill V.F., Department of Chemical Engineering, Columbia University, New York, 10027, NY, United States","Calcite (CaCO3) aerosols often serve as an idealized proxy for calcium-rich mineral dust. Their use has also previously been proposed for stratospheric solar radiation management (SSRM). Little is known about the heterogeneous chemistry of calcite aerosols with trace gases HNO3 and HCl and therefore their potential impact on stratospheric ozone (O3). Here we report the results of an experimental study of the uptake of HNO3 and HCl onto submicron CaCO3 particles in two different flow reactors. Products and reaction kinetics were observed by impacting aerosolized CaCO3 onto ZnSe windows, exposing them to the reagent gases at a wide range of concentrations, at 296 K and under dry conditions, and analyzing the particles before and after trace gas exposure using Fourier transform infrared spectroscopy (FTIR). A Ca(OH)(HCO3) termination layer was detected in the form of a HCO3 - peak in the FTIR spectra, indicating a hydrated surface even under dry conditions. The results demonstrate the reaction of HNO3 with Ca(OH)(HCO3) to produce Ca(NO3)2, water, and CO2. HCl reacted with Ca(OH)(HCO3) to produce CaCl2 and also water and CO2. The depletion of the Ca(OH)(HCO3)/Ca(CO3) signal due to reaction with HNO3 or HCl followed pseudo-first-order kinetics. From the FTIR analysis, the reactive uptake coefficient for HNO3 was determined to be in the range of 0.013 ≤ γHNO3 ≤ 0.14, and that for HCl was 0.0011 ≤ γHCl ≤ 0.012 within the reported uncertainty. The reaction of HCl with airborne CaCO3 aerosols was also studied in an aerosol flow tube coupled with a quadrupole chemical ionization mass spectrometer (CIMS) under similar conditions to the FTIR study, and γHCl was determined to be 0.013 ± 0.001. Following previous modeling studies, these results suggest that the reactions of HCl and HNO3 with calcite in the stratosphere could ameliorate the potential for stratospheric solar radiation management to lead to stratospheric ozone depletion. © 2020 American Chemical Society.",
Lunt D.J.,"Lunt, Daniel J. (8068419200)",8068419200,Sunshades for Solar Radiation Management,2012,10.1007/978-1-4419-0851-3_709,https://www.scopus.com/pages/publications/105015285123?origin=resultslist,"School of Geographical Sciences, University of Bristol, G9N, School of Geographical Sciences, Bristol, United Kingdom","Lunt D.J., School of Geographical Sciences, University of Bristol, G9N, School of Geographical Sciences, Bristol, United Kingdom",[No abstract available],
